Plot Title: 20058353,,,
#,"Date Time, GMT+05:00","Temp, ¡C (LGR S/N: 20058353, SEN S/N: 20058353)","Intensity, Lux (LGR S/N: 20058353, SEN S/N: 20058353)"
24963,12/17/17 06:30:00 PM,28.953,0
24964,12/17/17 06:45:00 PM,28.953,0
24965,12/17/17 07:00:00 PM,28.953,0
24966,12/17/17 07:15:00 PM,28.953,0
24967,12/17/17 07:30:00 PM,28.953,0
24968,12/17/17 07:45:00 PM,28.953,0
24969,12/17/17 08:00:00 PM,28.953,0
24970,12/17/17 08:15:00 PM,28.953,0
24971,12/17/17 08:30:00 PM,28.953,0
24972,12/17/17 08:45:00 PM,28.853,0
24973,12/17/17 09:00:00 PM,28.853,0
24974,12/17/17 09:15:00 PM,28.853,0
24975,12/17/17 09:30:00 PM,28.555,0
24976,12/17/17 09:45:00 PM,28.655,0
24977,12/17/17 10:00:00 PM,28.853,0
24978,12/17/17 10:15:00 PM,28.754,0
24979,12/17/17 10:30:00 PM,28.754,0
24980,12/17/17 10:45:00 PM,28.655,0
24981,12/17/17 11:00:00 PM,28.754,0
24982,12/17/17 11:15:00 PM,28.853,0
24983,12/17/17 11:30:00 PM,28.953,0
24984,12/17/17 11:45:00 PM,28.754,0
24985,12/18/17 12:00:00 AM,28.853,0
24986,12/18/17 12:15:00 AM,28.953,0
24987,12/18/17 12:30:00 AM,28.853,0
24988,12/18/17 12:45:00 AM,28.853,0
24989,12/18/17 01:00:00 AM,28.853,0
24990,12/18/17 01:15:00 AM,28.853,0
24991,12/18/17 01:30:00 AM,28.655,0
24992,12/18/17 01:45:00 AM,28.655,0
24993,12/18/17 02:00:00 AM,28.754,0
24994,12/18/17 02:15:00 AM,28.655,0
24995,12/18/17 02:30:00 AM,28.754,0
24996,12/18/17 02:45:00 AM,28.754,0
24997,12/18/17 03:00:00 AM,28.754,0
24998,12/18/17 03:15:00 AM,28.754,0
24999,12/18/17 03:30:00 AM,28.754,0
25000,12/18/17 03:45:00 AM,28.754,0
25001,12/18/17 04:00:00 AM,28.754,0
25002,12/18/17 04:15:00 AM,28.853,0
25003,12/18/17 04:30:00 AM,28.655,0
25004,12/18/17 04:45:00 AM,28.655,0
25005,12/18/17 05:00:00 AM,28.555,0
25006,12/18/17 05:15:00 AM,28.555,0
25007,12/18/17 05:30:00 AM,28.456,0
25008,12/18/17 05:45:00 AM,28.456,0
25009,12/18/17 06:00:00 AM,28.357,0
25010,12/18/17 06:15:00 AM,28.357,0
25011,12/18/17 06:30:00 AM,28.258,53.8
25012,12/18/17 06:45:00 AM,28.258,226
25013,12/18/17 07:00:00 AM,28.159,172.2
25014,12/18/17 07:15:00 AM,28.456,366
25015,12/18/17 07:30:00 AM,28.456,129.2
25016,12/18/17 07:45:00 AM,28.456,204.5
25017,12/18/17 08:00:00 AM,28.655,1173.3
25018,12/18/17 08:15:00 AM,28.555,1173.3
25019,12/18/17 08:30:00 AM,28.555,1377.8
25020,12/18/17 08:45:00 AM,28.456,947.2
25021,12/18/17 09:00:00 AM,28.159,1894.5
25022,12/18/17 09:15:00 AM,28.754,2927.8
25023,12/18/17 09:30:00 AM,28.655,2411.1
25024,12/18/17 09:45:00 AM,28.555,2497.2
25025,12/18/17 10:00:00 AM,28.655,3616.7
25026,12/18/17 10:15:00 AM,28.754,4650
25027,12/18/17 10:30:00 AM,28.555,4305.6
25028,12/18/17 10:45:00 AM,28.655,4477.8
25029,12/18/17 11:00:00 AM,28.754,7233.4
25030,12/18/17 11:15:00 AM,28.754,5511.1
25031,12/18/17 11:30:00 AM,28.754,4305.6
25032,12/18/17 11:45:00 AM,28.754,3272.2
25033,12/18/17 12:00:00 PM,28.853,4477.8
25034,12/18/17 12:15:00 PM,28.853,4650
25035,12/18/17 12:30:00 PM,28.953,3788.9
25036,12/18/17 12:45:00 PM,28.853,4477.8
25037,12/18/17 01:00:00 PM,28.953,5166.7
25038,12/18/17 01:15:00 PM,29.053,4650
25039,12/18/17 01:30:00 PM,29.053,4477.8
25040,12/18/17 01:45:00 PM,29.053,4994.5
25041,12/18/17 02:00:00 PM,29.152,5338.9
25042,12/18/17 02:15:00 PM,29.152,4994.5
25043,12/18/17 02:30:00 PM,29.152,3961.1
25044,12/18/17 02:45:00 PM,29.053,3788.9
25045,12/18/17 03:00:00 PM,29.152,4133.4
